attendance_id,employee_id,date,status
2067,67,30-08-2023,Present
2068,68,31-08-2023,Present
2069,69,01-09-2023,Leave
2070,70,02-09-2023,Leave
2071,71,03-09-2023,Present
2072,72,04-09-2023,Absent
2073,73,05-09-2023,Present
2074,74,06-09-2023,Present
2075,75,07-09-2023,Present
2076,76,08-09-2023,Present
2077,77,09-09-2023,Present
2078,78,10-09-2023,Present
2079,79,11-09-2023,Present
2080,80,12-09-2023,Present
2081,81,13-09-2023,Present
2082,82,14-09-2023,Present
2083,83,15-09-2023,Present
2084,84,16-09-2023,Absent
2085,85,17-09-2023,Present
2086,86,18-09-2023,Present
2087,87,19-09-2023,Present
2088,88,20-09-2023,Leave
2089,89,21-09-2023,Present
2090,90,22-09-2023,Present
2091,91,23-09-2023,Present
2092,92,24-09-2023,Present
2093,93,25-09-2023,Leave
2094,94,26-09-2023,Present
2095,95,27-09-2023,Present
2096,96,28-09-2023,Present
2097,97,29-09-2023,Absent
2098,98,30-09-2023,Present
2099,99,01-10-2023,Leave
2100,100,02-10-2023,Absent
2101,101,03-10-2023,Present
2102,102,04-10-2023,Present
2103,103,05-10-2023,Leave
2104,104,06-10-2023,Present
2105,105,07-10-2023,Absent
2106,106,08-10-2023,Leave
2107,107,09-10-2023,Absent
2108,108,10-10-2023,Absent
2109,109,11-10-2023,Present
2110,110,12-10-2023,Present
2111,111,13-10-2023,Absent
2112,112,14-10-2023,Present
2113,113,15-10-2023,Present
2114,114,16-10-2023,Absent
2115,115,17-10-2023,Present
2116,116,18-10-2023,Present
2117,117,19-10-2023,Leave
2118,118,20-10-2023,Leave
2119,119,21-10-2023,Leave
2120,120,22-10-2023,Absent
2121,121,23-10-2023,Leave
2122,122,24-10-2023,Absent
2123,123,25-10-2023,Present
2124,124,26-10-2023,Present
2125,125,27-10-2023,Leave
2126,126,28-10-2023,Present
2127,127,29-10-2023,Present
2128,128,30-10-2023,Present
2129,129,31-10-2023,Present
2130,130,01-11-2023,Present
2131,131,02-11-2023,Present
2132,132,03-11-2023,Leave
2133,133,04-11-2023,Present
2134,134,05-11-2023,Present
2135,135,06-11-2023,Present
2136,136,07-11-2023,Absent
2137,137,08-11-2023,Present
2138,138,09-11-2023,Present
2139,139,10-11-2023,Present
2140,140,11-11-2023,Present
2141,141,12-11-2023,Present
2142,142,13-11-2023,Leave
2143,143,14-11-2023,Present
2144,144,15-11-2023,Present
2145,145,16-11-2023,Present
2146,146,17-11-2023,Present
2147,147,18-11-2023,Present
2148,148,19-11-2023,Present
2149,149,20-11-2023,Present
2150,150,21-11-2023,Present
2151,151,22-11-2023,Present
2152,152,23-11-2023,Leave
2153,153,24-11-2023,Present
2154,154,25-11-2023,Present
2155,155,26-11-2023,Leave
2156,156,27-11-2023,Absent
2157,157,28-11-2023,Present
2158,158,29-11-2023,Absent
2159,159,30-11-2023,Present
2160,160,01-12-2023,Leave
2161,161,02-12-2023,Absent
2162,162,03-12-2023,Present
2163,163,04-12-2023,Absent
2164,164,05-12-2023,Leave
2165,165,06-12-2023,Present
2166,166,07-12-2023,Present
2167,167,08-12-2023,Present
2168,168,09-12-2023,Present
2169,169,10-12-2023,Present
2170,170,11-12-2023,Present
2171,171,12-12-2023,Present
2172,172,13-12-2023,Leave
2173,173,14-12-2023,Absent
2174,174,15-12-2023,Leave
2175,175,16-12-2023,Present
2176,176,17-12-2023,Present
2177,177,18-12-2023,Leave
2178,178,19-12-2023,Leave
2179,179,20-12-2023,Present
2180,180,21-12-2023,Present
2181,181,22-12-2023,Present
2182,182,23-12-2023,Absent
2183,183,24-12-2023,Leave
2184,184,25-12-2023,Present
2185,185,26-12-2023,Present
2186,186,27-12-2023,Present
2187,187,28-12-2023,Leave
2188,188,29-12-2023,Present
2189,189,30-12-2023,Absent
2190,190,31-12-2023,Present
2191,191,01-01-2023,Present
2192,192,02-01-2023,Present
2193,193,03-01-2023,Leave
2194,194,04-01-2023,Present
2195,195,05-01-2023,Present
2196,196,06-01-2023,Present
2197,197,07-01-2023,Present
2198,198,08-01-2023,Present
2199,199,09-01-2023,Present
2200,200,10-01-2023,Present
2201,201,11-01-2023,Present
2202,202,12-01-2023,Absent
2203,203,13-01-2023,Present
2204,204,14-01-2023,Present
2205,205,15-01-2023,Present
2206,206,16-01-2023,Present
2207,207,17-01-2023,Absent
2208,208,18-01-2023,Absent
2209,209,19-01-2023,Present
2210,210,20-01-2023,Present
2211,211,21-01-2023,Present
2212,212,22-01-2023,Present
2213,213,23-01-2023,Leave
2214,214,24-01-2023,Present
2215,215,25-01-2023,Leave
2216,216,26-01-2023,Present
2217,217,27-01-2023,Leave
2218,218,28-01-2023,Present
2219,219,29-01-2023,Absent
2220,220,30-01-2023,Present
2221,221,31-01-2023,Present
2222,222,01-02-2023,Present
2223,223,02-02-2023,Present
2224,224,03-02-2023,Absent
2225,225,04-02-2023,Leave
2226,226,05-02-2023,Present
2227,227,06-02-2023,Present
2228,228,07-02-2023,Leave
2229,229,08-02-2023,Absent
2230,230,09-02-2023,Present
2231,231,10-02-2023,Present
2232,232,11-02-2023,Present
2233,233,12-02-2023,Present
2234,234,13-02-2023,Leave
2235,235,14-02-2023,Absent
2236,236,15-02-2023,Present
2237,237,16-02-2023,Present
2238,238,17-02-2023,Present
2239,239,18-02-2023,Absent
2240,240,19-02-2023,Present
2241,241,20-02-2023,Present
2242,242,21-02-2023,Present
2243,243,22-02-2023,Leave
2244,244,23-02-2023,Absent
2245,245,24-02-2023,Absent
2246,246,25-02-2023,Present
2247,247,26-02-2023,Present
2248,248,27-02-2023,Present
2249,249,28-02-2023,Present
2250,250,01-03-2023,Present
2251,251,02-03-2023,Leave
2252,252,03-03-2023,Present
2253,253,04-03-2023,Present
2254,254,05-03-2023,Absent
2255,255,06-03-2023,Absent
2256,256,07-03-2023,Present
2257,257,08-03-2023,Present
2258,258,09-03-2023,Leave
2259,259,10-03-2023,Absent
2260,260,11-03-2023,Present
2261,261,12-03-2023,Present
2262,262,13-03-2023,Absent
2263,263,14-03-2023,Present
2264,264,15-03-2023,Present
2265,265,16-03-2023,Present
2266,266,17-03-2023,Present
2267,267,18-03-2023,Present
2268,268,19-03-2023,Present
2269,269,20-03-2023,Leave
2270,270,21-03-2023,Present
2271,271,22-03-2023,Present
2272,272,23-03-2023,Leave
2273,273,24-03-2023,Present
2274,274,25-03-2023,Present
2275,275,26-03-2023,Leave
2276,276,27-03-2023,Present
2277,277,28-03-2023,Present
2278,278,29-03-2023,Absent
2279,279,30-03-2023,Present
2280,280,31-03-2023,Present
2281,281,01-04-2023,Present
2282,282,02-04-2023,Leave
2283,283,03-04-2023,Present
2284,284,04-04-2023,Present
2285,285,05-04-2023,Present
2286,286,06-04-2023,Present
2287,287,07-04-2023,Present
2288,288,08-04-2023,Present
2289,289,09-04-2023,Present
2290,290,10-04-2023,Present
2291,291,11-04-2023,Leave
2292,292,12-04-2023,Present
2293,293,13-04-2023,Leave
2294,294,14-04-2023,Present
2295,295,15-04-2023,Absent
2296,296,16-04-2023,Present
2297,297,17-04-2023,Present
2298,298,18-04-2023,Present
2299,299,19-04-2023,Present
2300,300,20-04-2023,Present
2301,301,21-04-2023,Present
2302,302,22-04-2023,Present
2303,303,23-04-2023,Leave
2304,304,24-04-2023,Present
2305,305,25-04-2023,Absent
2306,306,26-04-2023,Present
2307,307,27-04-2023,Present
2308,308,28-04-2023,Present
2309,309,29-04-2023,Present
2310,310,30-04-2023,Present
2311,311,01-05-2023,Present
2312,312,02-05-2023,Present
2313,313,03-05-2023,Present
2314,314,04-05-2023,Present
2315,315,05-05-2023,Present
2316,316,06-05-2023,Present
2317,317,07-05-2023,Present
2318,318,08-05-2023,Present
2319,319,09-05-2023,Present
2320,320,10-05-2023,Present
2321,321,11-05-2023,Present
2322,322,12-05-2023,Present
2323,323,13-05-2023,Leave
2324,324,14-05-2023,Absent
2325,325,15-05-2023,Leave
2326,326,16-05-2023,Present
2327,327,17-05-2023,Present
2328,328,18-05-2023,Present
2329,329,19-05-2023,Absent
2330,330,20-05-2023,Present
2331,331,21-05-2023,Present
2332,332,22-05-2023,Leave
2333,333,23-05-2023,Present
2334,334,24-05-2023,Leave
2335,335,25-05-2023,Present
2336,336,26-05-2023,Absent
2337,337,27-05-2023,Present
2338,338,28-05-2023,Present
2339,339,29-05-2023,Present
2340,340,30-05-2023,Present
2341,341,31-05-2023,Leave
2342,342,01-06-2023,Leave
2343,343,02-06-2023,Present
2344,344,03-06-2023,Present
2345,345,04-06-2023,Present
2346,346,05-06-2023,Present
2347,347,06-06-2023,Present
2348,348,07-06-2023,Present
2349,349,08-06-2023,Absent
2350,350,09-06-2023,Present
2351,351,10-06-2023,Leave
2352,352,11-06-2023,Present
2353,353,12-06-2023,Present
2354,354,13-06-2023,Present
2355,355,14-06-2023,Absent
2356,356,15-06-2023,Present
2357,357,16-06-2023,Present
2358,358,17-06-2023,Present
2359,359,18-06-2023,Absent
2360,360,19-06-2023,Leave
2361,361,20-06-2023,Present
2362,362,21-06-2023,Leave
2363,363,22-06-2023,Present
2364,364,23-06-2023,Present
2365,365,24-06-2023,Present
2366,366,25-06-2023,Present
2367,367,26-06-2023,Present
2368,368,27-06-2023,Present
2369,369,28-06-2023,Present
2370,370,29-06-2023,Leave
2371,371,30-06-2023,Present
2372,372,01-07-2023,Present
2373,373,02-07-2023,Present
2374,374,03-07-2023,Leave
2375,375,04-07-2023,Present
2376,376,05-07-2023,Absent
2377,377,06-07-2023,Present
2378,378,07-07-2023,Present
2379,379,08-07-2023,Present
2380,380,09-07-2023,Present
2381,381,10-07-2023,Present
2382,382,11-07-2023,Absent
2383,383,12-07-2023,Absent
2384,384,13-07-2023,Present
2385,385,14-07-2023,Present
2386,386,15-07-2023,Present
2387,387,16-07-2023,Leave
2388,388,17-07-2023,Absent
2389,389,18-07-2023,Present
2390,390,19-07-2023,Absent
2391,391,20-07-2023,Present
2392,392,21-07-2023,Present
2393,393,22-07-2023,Present
2394,394,23-07-2023,Present
2395,395,24-07-2023,Present
2396,396,25-07-2023,Present
2397,397,26-07-2023,Absent
2398,398,27-07-2023,Present
2399,399,28-07-2023,Present
2400,400,29-07-2023,Present
2401,401,30-07-2023,Present
2402,402,31-07-2023,Leave
2403,403,01-08-2023,Present
2404,404,02-08-2023,Present
2405,405,03-08-2023,Present
2406,406,04-08-2023,Absent
2407,407,05-08-2023,Present
2408,408,06-08-2023,Leave
2409,409,07-08-2023,Leave
2410,410,08-08-2023,Present
2411,411,09-08-2023,Present
2412,412,10-08-2023,Present
2413,413,11-08-2023,Present
2414,414,12-08-2023,Present
2415,415,13-08-2023,Present
2416,416,14-08-2023,Present
2417,417,15-08-2023,Present
2418,418,16-08-2023,Present
2419,419,17-08-2023,Present
2420,420,18-08-2023,Present
2421,421,19-08-2023,Present
2422,422,20-08-2023,Leave
2423,423,21-08-2023,Leave
2424,424,22-08-2023,Present
2425,425,23-08-2023,Absent
2426,426,24-08-2023,Present
2427,427,25-08-2023,Present
2428,428,26-08-2023,Present
2429,429,27-08-2023,Present
2430,430,28-08-2023,Present
2431,431,29-08-2023,Present
2432,432,30-08-2023,Present
2433,433,31-08-2023,Present
2434,434,01-09-2023,Leave
2435,435,02-09-2023,Present
2436,436,03-09-2023,Present
2437,437,04-09-2023,Present
2438,438,05-09-2023,Present
2439,439,06-09-2023,Present
2440,440,07-09-2023,Absent
2441,441,08-09-2023,Present
2442,442,09-09-2023,Present
2443,443,10-09-2023,Present
2444,444,11-09-2023,Present
2445,445,12-09-2023,Present
2446,446,13-09-2023,Present
2447,447,14-09-2023,Present
2448,448,15-09-2023,Present
2449,449,16-09-2023,Absent
2450,450,17-09-2023,Present
2451,451,18-09-2023,Present
2452,452,19-09-2023,Present
2453,453,20-09-2023,Leave
2454,454,21-09-2023,Present
2455,455,22-09-2023,Present
2456,456,23-09-2023,Present
2457,457,24-09-2023,Absent
2458,458,25-09-2023,Present
2459,459,26-09-2023,Present
2460,460,27-09-2023,Present
2461,461,28-09-2023,Present
2462,462,29-09-2023,Absent
2463,463,30-09-2023,Leave
2464,464,01-10-2023,Present
2465,465,02-10-2023,Present
2466,466,03-10-2023,Leave
2467,467,04-10-2023,Present
2468,468,05-10-2023,Absent
2469,469,06-10-2023,Present
2470,470,07-10-2023,Absent
2471,471,08-10-2023,Present
2472,472,09-10-2023,Present
2473,473,10-10-2023,Absent
2474,474,11-10-2023,Present
2475,475,12-10-2023,Present
2476,476,13-10-2023,Present
2477,477,14-10-2023,Leave
2478,478,15-10-2023,Present
2479,479,16-10-2023,Absent
2480,480,17-10-2023,Present
2481,481,18-10-2023,Present
2482,482,19-10-2023,Leave
2483,483,20-10-2023,Present
2484,484,21-10-2023,Leave
2485,485,22-10-2023,Present
2486,486,23-10-2023,Absent
2487,487,24-10-2023,Absent
2488,488,25-10-2023,Present
2489,489,26-10-2023,Present
2490,490,27-10-2023,Present
2491,491,28-10-2023,Absent
2492,492,29-10-2023,Present
2493,493,30-10-2023,Present
2494,494,31-10-2023,Leave
2495,495,01-11-2023,Present
2496,496,02-11-2023,Absent
2497,497,03-11-2023,Leave
2498,498,04-11-2023,Absent
2499,499,05-11-2023,Present
2500,500,06-11-2023,Present
2501,501,07-11-2023,Leave
2502,502,08-11-2023,Present
2503,503,09-11-2023,Present
2504,504,10-11-2023,Present
2505,505,11-11-2023,Present
2506,506,12-11-2023,Absent
2507,507,13-11-2023,Present
2508,508,14-11-2023,Leave
2509,509,15-11-2023,Present
2510,510,16-11-2023,Present
2511,511,17-11-2023,Present
2512,512,18-11-2023,Present
2513,513,19-11-2023,Absent
2514,514,20-11-2023,Present
2515,515,21-11-2023,Absent
2516,516,22-11-2023,Absent
2517,517,23-11-2023,Present
2518,518,24-11-2023,Present
2519,519,25-11-2023,Present
2520,520,26-11-2023,Present
2521,521,27-11-2023,Absent
2522,522,28-11-2023,Present
2523,523,29-11-2023,Absent
2524,524,30-11-2023,Present
2525,525,01-12-2023,Absent
2526,526,02-12-2023,Present
2527,527,03-12-2023,Present
2528,528,04-12-2023,Present
2529,529,05-12-2023,Present
2530,530,06-12-2023,Present
2531,531,07-12-2023,Present
2532,532,08-12-2023,Absent
2533,533,09-12-2023,Present
2534,534,10-12-2023,Absent
2535,535,11-12-2023,Leave
2536,536,12-12-2023,Present
2537,537,13-12-2023,Absent
2538,538,14-12-2023,Present
2539,539,15-12-2023,Present
2540,540,16-12-2023,Present
2541,541,17-12-2023,Absent
2542,542,18-12-2023,Present
2543,543,19-12-2023,Present
2544,544,20-12-2023,Present
2545,545,21-12-2023,Present
2546,546,22-12-2023,Leave
2547,547,23-12-2023,Present
2548,548,24-12-2023,Present
2549,549,25-12-2023,Present
2550,550,26-12-2023,Present
2551,551,27-12-2023,Absent
2552,552,28-12-2023,Absent
2553,553,29-12-2023,Leave
2554,554,30-12-2023,Present
2555,555,31-12-2023,Leave
2556,556,01-01-2023,Absent
2557,557,02-01-2023,Present
2558,558,03-01-2023,Absent
2559,559,04-01-2023,Present
2560,560,05-01-2023,Present
2561,561,06-01-2023,Absent
2562,562,07-01-2023,Present
2563,563,08-01-2023,Present
2564,564,09-01-2023,Leave
2565,565,10-01-2023,Absent
2566,566,11-01-2023,Absent
2567,567,12-01-2023,Absent
2568,568,13-01-2023,Absent
2569,569,14-01-2023,Present
2570,570,15-01-2023,Leave
2571,571,16-01-2023,Absent
2572,572,17-01-2023,Present
2573,573,18-01-2023,Present
2574,574,19-01-2023,Present
2575,575,20-01-2023,Absent
2576,576,21-01-2023,Leave
2577,577,22-01-2023,Present
2578,578,23-01-2023,Present
2579,579,24-01-2023,Present
2580,580,25-01-2023,Present
2581,581,26-01-2023,Present
2582,582,27-01-2023,Present
2583,583,28-01-2023,Present
2584,584,29-01-2023,Present
2585,585,30-01-2023,Absent
2586,586,31-01-2023,Leave
2587,587,01-02-2023,Present
2588,588,02-02-2023,Present
2589,589,03-02-2023,Present
2590,590,04-02-2023,Leave
2591,591,05-02-2023,Leave
2592,592,06-02-2023,Present
2593,593,07-02-2023,Absent
2594,594,08-02-2023,Absent
2595,595,09-02-2023,Absent
2596,596,10-02-2023,Present
2597,597,11-02-2023,Present
2598,598,12-02-2023,Leave
2599,599,13-02-2023,Leave
2600,600,14-02-2023,Leave
2601,601,15-02-2023,Present
2602,602,16-02-2023,Present
2603,603,17-02-2023,Present
2604,604,18-02-2023,Leave
2605,605,19-02-2023,Present
2606,606,20-02-2023,Present
2607,607,21-02-2023,Present
2608,608,22-02-2023,Present
2609,609,23-02-2023,Present
2610,610,24-02-2023,Present
2611,611,25-02-2023,Present
2612,612,26-02-2023,Present
2613,613,27-02-2023,Absent
2614,614,28-02-2023,Present
2615,615,01-03-2023,Present
2616,616,02-03-2023,Absent
2617,617,03-03-2023,Leave
2618,618,04-03-2023,Present
2619,619,05-03-2023,Present
2620,620,06-03-2023,Present
2621,621,07-03-2023,Absent
2622,622,08-03-2023,Present
2623,623,09-03-2023,Leave
2624,624,10-03-2023,Present
2625,625,11-03-2023,Present
2626,626,12-03-2023,Present
2627,627,13-03-2023,Present
2628,628,14-03-2023,Present
2629,629,15-03-2023,Absent
2630,630,16-03-2023,Present
2631,631,17-03-2023,Absent
2632,632,18-03-2023,Present
2633,633,19-03-2023,Present
2634,634,20-03-2023,Present
2635,635,21-03-2023,Present
2636,636,22-03-2023,Present
2637,637,23-03-2023,Leave
2638,638,24-03-2023,Present
2639,639,25-03-2023,Present
2640,640,26-03-2023,Present
2641,641,27-03-2023,Present
2642,642,28-03-2023,Leave
2643,643,29-03-2023,Present
2644,644,30-03-2023,Present
2645,645,31-03-2023,Present
2646,646,01-04-2023,Present
2647,647,02-04-2023,Present
2648,648,03-04-2023,Present
2649,649,04-04-2023,Present
2650,650,05-04-2023,Leave
2651,651,06-04-2023,Present
2652,652,07-04-2023,Present
2653,653,08-04-2023,Present
2654,654,09-04-2023,Present
2655,655,10-04-2023,Present
2656,656,11-04-2023,Present
2657,657,12-04-2023,Present
2658,658,13-04-2023,Present
2659,659,14-04-2023,Absent
2660,660,15-04-2023,Present
2661,661,16-04-2023,Present
2662,662,17-04-2023,Present
2663,663,18-04-2023,Leave
2664,664,19-04-2023,Present
2665,665,20-04-2023,Present
2666,666,21-04-2023,Present
2667,667,22-04-2023,Present
2668,668,23-04-2023,Leave
2669,669,24-04-2023,Present
2670,670,25-04-2023,Present
2671,671,26-04-2023,Present
2672,672,27-04-2023,Present
2673,673,28-04-2023,Present
2674,674,29-04-2023,Absent
2675,675,30-04-2023,Present
2676,676,01-05-2023,Present
2677,677,02-05-2023,Leave
2678,678,03-05-2023,Present
2679,679,04-05-2023,Present
2680,680,05-05-2023,Present
2681,681,06-05-2023,Present
2682,682,07-05-2023,Present
2683,683,08-05-2023,Present
2684,684,09-05-2023,Leave
2685,685,10-05-2023,Present
2686,686,11-05-2023,Present
2687,687,12-05-2023,Absent
2688,688,13-05-2023,Leave
2689,689,14-05-2023,Present
2690,690,15-05-2023,Present
2691,691,16-05-2023,Leave
2692,692,17-05-2023,Present
2693,693,18-05-2023,Present
2694,694,19-05-2023,Present
2695,695,20-05-2023,Present
2696,696,21-05-2023,Leave
2697,697,22-05-2023,Absent
2698,698,23-05-2023,Present
2699,699,24-05-2023,Present
2700,700,25-05-2023,Leave
2701,701,26-05-2023,Present
2702,702,27-05-2023,Present
2703,703,28-05-2023,Leave
2704,704,29-05-2023,Absent
2705,705,30-05-2023,Present
2706,706,31-05-2023,Present
2707,707,01-06-2023,Absent
2708,708,02-06-2023,Present
2709,709,03-06-2023,Absent
2710,710,04-06-2023,Present
2711,711,05-06-2023,Absent
2712,712,06-06-2023,Present
2713,713,07-06-2023,Leave
2714,714,08-06-2023,Present
2715,715,09-06-2023,Present
2716,716,10-06-2023,Present
2717,717,11-06-2023,Present
2718,718,12-06-2023,Present
2719,719,13-06-2023,Present
2720,720,14-06-2023,Present
2721,721,15-06-2023,Leave
2722,722,16-06-2023,Present
2723,723,17-06-2023,Present
2724,724,18-06-2023,Leave
2725,725,19-06-2023,Present
2726,726,20-06-2023,Present
2727,727,21-06-2023,Absent
2728,728,22-06-2023,Present
2729,729,23-06-2023,Leave
2730,730,24-06-2023,Leave
2731,731,25-06-2023,Present
2732,732,26-06-2023,Present
2733,733,27-06-2023,Leave
2734,734,28-06-2023,Present
2735,735,29-06-2023,Present
2736,736,30-06-2023,Leave
2737,737,01-07-2023,Present
2738,738,02-07-2023,Absent
2739,739,03-07-2023,Absent
2740,740,04-07-2023,Present
2741,741,05-07-2023,Present
2742,742,06-07-2023,Present
2743,743,07-07-2023,Present
2744,744,08-07-2023,Present
2745,745,09-07-2023,Leave
2746,746,10-07-2023,Present
2747,747,11-07-2023,Present
2748,748,12-07-2023,Present
2749,749,13-07-2023,Leave
2750,750,14-07-2023,Present
2751,751,15-07-2023,Leave
2752,752,16-07-2023,Present
2753,753,17-07-2023,Present
2754,754,18-07-2023,Present
2755,755,19-07-2023,Present
2756,756,20-07-2023,Present
2757,757,21-07-2023,Present
2758,758,22-07-2023,Leave
2759,759,23-07-2023,Absent
2760,760,24-07-2023,Present
2761,761,25-07-2023,Present
2762,762,26-07-2023,Present
2763,763,27-07-2023,Present
2764,764,28-07-2023,Present
2765,765,29-07-2023,Present
2766,766,30-07-2023,Absent
2767,767,31-07-2023,Present
2768,768,01-08-2023,Present
2769,769,02-08-2023,Present
2770,770,03-08-2023,Present
2771,771,04-08-2023,Present
2772,772,05-08-2023,Present
2773,773,06-08-2023,Absent
2774,774,07-08-2023,Present
2775,775,08-08-2023,Absent
2776,776,09-08-2023,Present
2777,777,10-08-2023,Leave
2778,778,11-08-2023,Present
2779,779,12-08-2023,Absent
2780,780,13-08-2023,Present
2781,781,14-08-2023,Present
2782,782,15-08-2023,Present
2783,783,16-08-2023,Present
2784,784,17-08-2023,Leave
2785,785,18-08-2023,Present
2786,786,19-08-2023,Leave
2787,787,20-08-2023,Present
2788,788,21-08-2023,Present
2789,789,22-08-2023,Present
2790,790,23-08-2023,Present
2791,791,24-08-2023,Present
2792,792,25-08-2023,Present
2793,793,26-08-2023,Absent
2794,794,27-08-2023,Present
2795,795,28-08-2023,Leave
2796,796,29-08-2023,Absent
2797,797,30-08-2023,Present
2798,798,31-08-2023,Present
2799,799,01-09-2023,Present
2800,800,02-09-2023,Present
2801,801,03-09-2023,Absent
2802,802,04-09-2023,Present
2803,803,05-09-2023,Present
2804,804,06-09-2023,Present
2805,805,07-09-2023,Present
2806,806,08-09-2023,Present
2807,807,09-09-2023,Present
2808,808,10-09-2023,Present
2809,809,11-09-2023,Present
2810,810,12-09-2023,Present
2811,811,13-09-2023,Leave
2812,812,14-09-2023,Present
2813,813,15-09-2023,Present
2814,814,16-09-2023,Present
2815,815,17-09-2023,Present
2816,816,18-09-2023,Absent
2817,817,19-09-2023,Present
2818,818,20-09-2023,Present
2819,819,21-09-2023,Present
2820,820,22-09-2023,Present
2821,821,23-09-2023,Present
2822,822,24-09-2023,Present
2823,823,25-09-2023,Present
2824,824,26-09-2023,Present
2825,825,27-09-2023,Leave
2826,826,28-09-2023,Present
2827,827,29-09-2023,Present
2828,828,30-09-2023,Present
2829,829,01-10-2023,Present
2830,830,02-10-2023,Present
2831,831,03-10-2023,Absent
2832,832,04-10-2023,Present
2833,833,05-10-2023,Absent
2834,834,06-10-2023,Present
2835,835,07-10-2023,Present
2836,836,08-10-2023,Absent
2837,837,09-10-2023,Present
2838,838,10-10-2023,Present
2839,839,11-10-2023,Absent
2840,840,12-10-2023,Present
2841,841,13-10-2023,Present
2842,842,14-10-2023,Present
2843,843,15-10-2023,Present
2844,844,16-10-2023,Present
2845,845,17-10-2023,Present
2846,846,18-10-2023,Absent
2847,847,19-10-2023,Present
2848,848,20-10-2023,Present
2849,849,21-10-2023,Present
2850,850,22-10-2023,Present
2851,851,23-10-2023,Present
2852,852,24-10-2023,Present
2853,853,25-10-2023,Present
2854,854,26-10-2023,Present
2855,855,27-10-2023,Absent
2856,856,28-10-2023,Absent
2857,857,29-10-2023,Leave
2858,858,30-10-2023,Present
2859,859,31-10-2023,Present
2860,860,01-11-2023,Present
2861,861,02-11-2023,Leave
2862,862,03-11-2023,Present
2863,863,04-11-2023,Absent
2864,864,05-11-2023,Present
2865,865,06-11-2023,Present
2866,866,07-11-2023,Present
2867,867,08-11-2023,Present
2868,868,09-11-2023,Leave
2869,869,10-11-2023,Present
2870,870,11-11-2023,Leave
2871,871,12-11-2023,Present
2872,872,13-11-2023,Present
2873,873,14-11-2023,Present
2874,874,15-11-2023,Absent
2875,875,16-11-2023,Present
2876,876,17-11-2023,Present
2877,877,18-11-2023,Present
2878,878,19-11-2023,Leave
2879,879,20-11-2023,Absent
2880,880,21-11-2023,Present
2881,881,22-11-2023,Present
2882,882,23-11-2023,Present
2883,883,24-11-2023,Absent
2884,884,25-11-2023,Present
2885,885,26-11-2023,Leave
2886,886,27-11-2023,Present
2887,887,28-11-2023,Present
2888,888,29-11-2023,Present
2889,889,30-11-2023,Leave
2890,890,01-12-2023,Present
2891,891,02-12-2023,Present
2892,892,03-12-2023,Present
2893,893,04-12-2023,Present
2894,894,05-12-2023,Present
2895,895,06-12-2023,Present
2896,896,07-12-2023,Present
2897,897,08-12-2023,Present
2898,898,09-12-2023,Present
2899,899,10-12-2023,Present
2900,900,11-12-2023,Present
2901,901,12-12-2023,Present
2902,902,13-12-2023,Present
2903,903,14-12-2023,Present
2904,904,15-12-2023,Present
2905,905,16-12-2023,Present
2906,906,17-12-2023,Present
2907,907,18-12-2023,Present
2908,908,19-12-2023,Present
2909,909,20-12-2023,Leave
2910,910,21-12-2023,Absent
2911,911,22-12-2023,Present
2912,912,23-12-2023,Leave
2913,913,24-12-2023,Present
2914,914,25-12-2023,Present
2915,915,26-12-2023,Present
2916,916,27-12-2023,Present
2917,917,28-12-2023,Present
2918,918,29-12-2023,Present
2919,919,30-12-2023,Present
2920,920,31-12-2023,Present
2921,921,01-01-2023,Present
2922,922,02-01-2023,Present
2923,923,03-01-2023,Present
2924,924,04-01-2023,Present
2925,925,05-01-2023,Present
2926,926,06-01-2023,Present
2927,927,07-01-2023,Present
2928,928,08-01-2023,Present
2929,929,09-01-2023,Leave
2930,930,10-01-2023,Present
2931,931,11-01-2023,Present
2932,932,12-01-2023,Present
2933,933,13-01-2023,Absent
2934,934,14-01-2023,Present
2935,935,15-01-2023,Present
2936,936,16-01-2023,Present
2937,937,17-01-2023,Present
2938,938,18-01-2023,Leave
2939,939,19-01-2023,Present
2940,940,20-01-2023,Absent
2941,941,21-01-2023,Present
2942,942,22-01-2023,Present
2943,943,23-01-2023,Present
2944,944,24-01-2023,Present
2945,945,25-01-2023,Leave
2946,946,26-01-2023,Absent
2947,947,27-01-2023,Absent
2948,948,28-01-2023,Present
2949,949,29-01-2023,Present
2950,950,30-01-2023,Present
2951,951,31-01-2023,Present
2952,952,01-02-2023,Present
2953,953,02-02-2023,Present
2954,954,03-02-2023,Present
2955,955,04-02-2023,Leave
2956,956,05-02-2023,Leave
2957,957,06-02-2023,Absent
2958,958,07-02-2023,Present
2959,959,08-02-2023,Present
2960,960,09-02-2023,Leave
2961,961,10-02-2023,Present
2962,962,11-02-2023,Present
2963,963,12-02-2023,Absent
2964,964,13-02-2023,Present
2965,965,14-02-2023,Present
2966,966,15-02-2023,Present
2967,967,16-02-2023,Leave
2968,968,17-02-2023,Present
2969,969,18-02-2023,Present
2970,970,19-02-2023,Present
2971,971,20-02-2023,Present
2972,972,21-02-2023,Present
2973,973,22-02-2023,Present
2974,974,23-02-2023,Leave
2975,975,24-02-2023,Present
2976,976,25-02-2023,Present
2977,977,26-02-2023,Absent
2978,978,27-02-2023,Present
2979,979,28-02-2023,Absent
2980,980,01-03-2023,Present
