review_id,employee_id,review_date,reviewer,score,comments
559,559,01-01-2024,Manager,1,Unsatisfactory performance
560,560,01-01-2024,Manager,3,Meets Expectations
561,561,01-01-2024,Manager,5,Excellent performance
562,562,01-01-2024,Manager,2,Bad Performance
563,563,01-01-2024,Manager,4,Good performance
564,564,01-01-2024,Manager,1,Unsatisfactory performance
565,565,01-01-2024,Manager,3,Meets Expectations
566,566,01-01-2024,Manager,5,Excellent performance
567,567,01-01-2024,Manager,2,Bad Performance
568,568,01-01-2024,Manager,4,Good performance
569,569,01-01-2024,Manager,1,Unsatisfactory performance
570,570,01-01-2024,Manager,3,Meets Expectations
571,571,01-01-2024,Manager,5,Excellent performance
572,572,01-01-2024,Manager,2,Bad Performance
573,573,01-01-2024,Manager,4,Good performance
574,574,01-01-2024,Manager,5,Outstanding performance
575,575,01-01-2024,Manager,1,Unsatisfactory performance
576,576,01-01-2024,Manager,2,Needs Improvement
577,577,01-01-2024,Manager,3,Meets Expectations
578,578,01-01-2024,Manager,4,Exceeds Expectations
579,579,01-01-2024,Manager,5,Excellent performance
580,580,01-01-2024,Manager,1,Very bad performance
581,581,01-01-2024,Manager,2,Bad Performance
582,582,01-01-2024,Manager,3,Satisfactory performance
583,583,01-01-2024,Manager,4,Good performance
584,584,01-01-2024,Manager,5,Outstanding performance
585,585,01-01-2024,Manager,2,Needs Improvement
586,586,01-01-2024,Manager,4,Exceeds Expectations
587,587,01-01-2024,Manager,1,Very bad performance
588,588,01-01-2024,Manager,3,Satisfactory performance
589,589,01-01-2024,Manager,5,Outstanding performance
590,590,01-01-2024,Manager,2,Needs Improvement
591,591,01-01-2024,Manager,4,Exceeds Expectations
592,592,01-01-2024,Manager,1,Very bad performance
593,593,01-01-2024,Manager,3,Satisfactory performance
594,594,01-01-2024,Manager,5,Outstanding performance
595,595,01-01-2024,Manager,2,Needs Improvement
596,596,01-01-2024,Manager,4,Exceeds Expectations
597,597,01-01-2024,Manager,1,Very bad performance
598,598,01-01-2024,Manager,3,Satisfactory performance
599,599,01-01-2024,Manager,5,Outstanding performance
600,600,01-01-2024,Manager,1,Unsatisfactory performance
601,601,01-01-2024,Manager,2,Needs Improvement
602,602,01-01-2024,Manager,3,Meets Expectations
603,603,01-01-2024,Manager,4,Exceeds Expectations
604,604,01-01-2024,Manager,5,Excellent performance
605,605,01-01-2024,Manager,1,Very bad performance
606,606,01-01-2024,Manager,2,Bad Performance
607,607,01-01-2024,Manager,3,Satisfactory performance
608,608,01-01-2024,Manager,4,Good performance
609,609,01-01-2024,Manager,5,Outstanding performance
610,610,01-01-2024,Manager,1,Unsatisfactory performance
611,611,01-01-2024,Manager,3,Meets Expectations
612,612,01-01-2024,Manager,5,Excellent performance
613,613,01-01-2024,Manager,2,Bad Performance
614,614,01-01-2024,Manager,4,Good performance
615,615,01-01-2024,Manager,1,Unsatisfactory performance
616,616,01-01-2024,Manager,3,Meets Expectations
617,617,01-01-2024,Manager,5,Excellent performance
618,618,01-01-2024,Manager,2,Bad Performance
619,619,01-01-2024,Manager,4,Good performance
620,620,01-01-2024,Manager,1,Unsatisfactory performance
621,621,01-01-2024,Manager,3,Meets Expectations
622,622,01-01-2024,Manager,5,Excellent performance
623,623,01-01-2024,Manager,2,Bad Performance
624,624,01-01-2024,Manager,4,Good performance
625,625,01-01-2024,Manager,1,Unsatisfactory performance
626,626,01-01-2024,Manager,2,Needs Improvement
627,627,01-01-2024,Manager,3,Meets Expectations
628,628,01-01-2024,Manager,4,Exceeds Expectations
629,629,01-01-2024,Manager,5,Excellent performance
630,630,01-01-2024,Manager,1,Very bad performance
631,631,01-01-2024,Manager,2,Bad Performance
632,632,01-01-2024,Manager,3,Satisfactory performance
633,633,01-01-2024,Manager,4,Good performance
634,634,01-01-2024,Manager,5,Outstanding performance
635,635,01-01-2024,Manager,1,Unsatisfactory performance
636,636,01-01-2024,Manager,2,Needs Improvement
637,637,01-01-2024,Manager,4,Exceeds Expectations
638,638,01-01-2024,Manager,1,Very bad performance
639,639,01-01-2024,Manager,3,Satisfactory performance
640,640,01-01-2024,Manager,5,Outstanding performance
641,641,01-01-2024,Manager,2,Needs Improvement
642,642,01-01-2024,Manager,4,Exceeds Expectations
643,643,01-01-2024,Manager,1,Very bad performance
644,644,01-01-2024,Manager,3,Satisfactory performance
645,645,01-01-2024,Manager,5,Outstanding performance
646,646,01-01-2024,Manager,2,Needs Improvement
647,647,01-01-2024,Manager,4,Exceeds Expectations
648,648,01-01-2024,Manager,1,Very bad performance
649,649,01-01-2024,Manager,3,Satisfactory performance
650,650,01-01-2024,Manager,5,Outstanding performance
651,651,01-01-2024,Manager,2,Needs Improvement
652,652,01-01-2024,Manager,3,Meets Expectations
653,653,01-01-2024,Manager,4,Exceeds Expectations
654,654,01-01-2024,Manager,5,Excellent performance
655,655,01-01-2024,Manager,1,Very bad performance
656,656,01-01-2024,Manager,2,Bad Performance
657,657,01-01-2024,Manager,3,Satisfactory performance
658,658,01-01-2024,Manager,4,Good performance
659,659,01-01-2024,Manager,5,Outstanding performance
660,660,01-01-2024,Manager,1,Unsatisfactory performance
661,661,01-01-2024,Manager,2,Needs Improvement
662,662,01-01-2024,Manager,3,Meets Expectations
663,663,01-01-2024,Manager,5,Excellent performance
664,664,01-01-2024,Manager,2,Bad Performance
665,665,01-01-2024,Manager,4,Good performance
666,666,01-01-2024,Manager,1,Unsatisfactory performance
667,667,01-01-2024,Manager,3,Meets Expectations
668,668,01-01-2024,Manager,5,Excellent performance
669,669,01-01-2024,Manager,2,Bad Performance
670,670,01-01-2024,Manager,4,Good performance
671,671,01-01-2024,Manager,1,Unsatisfactory performance
672,672,01-01-2024,Manager,3,Meets Expectations
673,673,01-01-2024,Manager,5,Excellent performance
674,674,01-01-2024,Manager,2,Bad Performance
675,675,01-01-2024,Manager,4,Good performance
676,676,01-01-2024,Manager,1,Unsatisfactory performance
677,677,01-01-2024,Manager,3,Meets Expectations
678,678,01-01-2024,Manager,4,Exceeds Expectations
679,679,01-01-2024,Manager,5,Excellent performance
680,680,01-01-2024,Manager,1,Very bad performance
681,681,01-01-2024,Manager,2,Bad Performance
682,682,01-01-2024,Manager,3,Satisfactory performance
683,683,01-01-2024,Manager,4,Good performance
684,684,01-01-2024,Manager,5,Outstanding performance
685,685,01-01-2024,Manager,1,Unsatisfactory performance
686,686,01-01-2024,Manager,2,Needs Improvement
687,687,01-01-2024,Manager,3,Meets Expectations
688,688,01-01-2024,Manager,4,Exceeds Expectations
689,689,01-01-2024,Manager,1,Very bad performance
690,690,01-01-2024,Manager,3,Satisfactory performance
691,691,01-01-2024,Manager,5,Outstanding performance
692,692,01-01-2024,Manager,2,Needs Improvement
693,693,01-01-2024,Manager,4,Exceeds Expectations
694,694,01-01-2024,Manager,1,Very bad performance
695,695,01-01-2024,Manager,3,Satisfactory performance
696,696,01-01-2024,Manager,5,Outstanding performance
697,697,01-01-2024,Manager,2,Needs Improvement
698,698,01-01-2024,Manager,4,Exceeds Expectations
699,699,01-01-2024,Manager,1,Very bad performance
700,700,01-01-2024,Manager,3,Satisfactory performance
701,701,01-01-2024,Manager,5,Outstanding performance
702,702,01-01-2024,Manager,2,Needs Improvement
703,703,01-01-2024,Manager,4,Exceeds Expectations
704,704,01-01-2024,Manager,5,Excellent performance
705,705,01-01-2024,Manager,1,Very bad performance
706,706,01-01-2024,Manager,2,Bad Performance
707,707,01-01-2024,Manager,3,Satisfactory performance
708,708,01-01-2024,Manager,4,Good performance
709,709,01-01-2024,Manager,5,Outstanding performance
710,710,01-01-2024,Manager,1,Unsatisfactory performance
711,711,01-01-2024,Manager,2,Needs Improvement
712,712,01-01-2024,Manager,3,Meets Expectations
713,713,01-01-2024,Manager,4,Exceeds Expectations
714,714,01-01-2024,Manager,5,Excellent performance
715,715,01-01-2024,Manager,2,Bad Performance
716,716,01-01-2024,Manager,4,Good performance
717,717,01-01-2024,Manager,1,Unsatisfactory performance
718,718,01-01-2024,Manager,3,Meets Expectations
719,719,01-01-2024,Manager,5,Excellent performance
720,720,01-01-2024,Manager,2,Bad Performance
721,721,01-01-2024,Manager,4,Good performance
722,722,01-01-2024,Manager,1,Unsatisfactory performance
723,723,01-01-2024,Manager,3,Meets Expectations
724,724,01-01-2024,Manager,5,Excellent performance
725,725,01-01-2024,Manager,2,Bad Performance
726,726,01-01-2024,Manager,4,Good performance
727,727,01-01-2024,Manager,1,Unsatisfactory performance
728,728,01-01-2024,Manager,3,Meets Expectations
729,729,01-01-2024,Manager,5,Excellent performance
730,730,01-01-2024,Manager,1,Very bad performance
731,731,01-01-2024,Manager,2,Bad Performance
732,732,01-01-2024,Manager,3,Satisfactory performance
733,733,01-01-2024,Manager,4,Good performance
734,734,01-01-2024,Manager,5,Outstanding performance
735,735,01-01-2024,Manager,1,Unsatisfactory performance
736,736,01-01-2024,Manager,2,Needs Improvement
737,737,01-01-2024,Manager,3,Meets Expectations
738,738,01-01-2024,Manager,4,Exceeds Expectations
739,739,01-01-2024,Manager,5,Excellent performance
740,740,01-01-2024,Manager,1,Very bad performance
741,741,01-01-2024,Manager,3,Satisfactory performance
742,742,01-01-2024,Manager,5,Outstanding performance
743,743,01-01-2024,Manager,2,Needs Improvement
744,744,01-01-2024,Manager,4,Exceeds Expectations
745,745,01-01-2024,Manager,1,Very bad performance
746,746,01-01-2024,Manager,3,Satisfactory performance
747,747,01-01-2024,Manager,5,Outstanding performance
748,748,01-01-2024,Manager,2,Needs Improvement
749,749,01-01-2024,Manager,4,Exceeds Expectations
750,750,01-01-2024,Manager,1,Very bad performance
751,751,01-01-2024,Manager,3,Satisfactory performance
752,752,01-01-2024,Manager,5,Outstanding performance
753,753,01-01-2024,Manager,2,Needs Improvement
754,754,01-01-2024,Manager,4,Exceeds Expectations
755,755,01-01-2024,Manager,1,Very bad performance
756,756,01-01-2024,Manager,2,Bad Performance
757,757,01-01-2024,Manager,3,Satisfactory performance
758,758,01-01-2024,Manager,4,Good performance
759,759,01-01-2024,Manager,5,Outstanding performance
760,760,01-01-2024,Manager,1,Unsatisfactory performance
761,761,01-01-2024,Manager,2,Needs Improvement
762,762,01-01-2024,Manager,3,Meets Expectations
763,763,01-01-2024,Manager,4,Exceeds Expectations
764,764,01-01-2024,Manager,5,Excellent performance
765,765,01-01-2024,Manager,1,Very bad performance
766,766,01-01-2024,Manager,2,Bad Performance
767,767,01-01-2024,Manager,4,Good performance
768,768,01-01-2024,Manager,1,Unsatisfactory performance
769,769,01-01-2024,Manager,3,Meets Expectations
770,770,01-01-2024,Manager,5,Excellent performance
771,771,01-01-2024,Manager,2,Bad Performance
772,772,01-01-2024,Manager,4,Good performance
773,773,01-01-2024,Manager,1,Unsatisfactory performance
774,774,01-01-2024,Manager,3,Meets Expectations
775,775,01-01-2024,Manager,5,Excellent performance
776,776,01-01-2024,Manager,2,Bad Performance
777,777,01-01-2024,Manager,4,Good performance
778,778,01-01-2024,Manager,1,Unsatisfactory performance
779,779,01-01-2024,Manager,3,Meets Expectations
780,780,01-01-2024,Manager,5,Excellent performance
781,781,01-01-2024,Manager,2,Bad Performance
782,782,01-01-2024,Manager,3,Satisfactory performance
783,783,01-01-2024,Manager,4,Good performance
784,784,01-01-2024,Manager,5,Outstanding performance
785,785,01-01-2024,Manager,1,Unsatisfactory performance
786,786,01-01-2024,Manager,2,Needs Improvement
787,787,01-01-2024,Manager,3,Meets Expectations
788,788,01-01-2024,Manager,4,Exceeds Expectations
789,789,01-01-2024,Manager,5,Excellent performance
790,790,01-01-2024,Manager,1,Very bad performance
791,791,01-01-2024,Manager,2,Bad Performance
792,792,01-01-2024,Manager,3,Satisfactory performance
793,793,01-01-2024,Manager,5,Outstanding performance
794,794,01-01-2024,Manager,2,Needs Improvement
795,795,01-01-2024,Manager,4,Exceeds Expectations
796,796,01-01-2024,Manager,1,Very bad performance
797,797,01-01-2024,Manager,3,Satisfactory performance
798,798,01-01-2024,Manager,5,Outstanding performance
799,799,01-01-2024,Manager,2,Needs Improvement
800,800,01-01-2024,Manager,4,Exceeds Expectations
801,801,01-01-2024,Manager,1,Very bad performance
802,802,01-01-2024,Manager,3,Satisfactory performance
803,803,01-01-2024,Manager,5,Outstanding performance
804,804,01-01-2024,Manager,2,Needs Improvement
805,805,01-01-2024,Manager,4,Exceeds Expectations
806,806,01-01-2024,Manager,1,Very bad performance
807,807,01-01-2024,Manager,3,Satisfactory performance
808,808,01-01-2024,Manager,4,Good performance
809,809,01-01-2024,Manager,5,Outstanding performance
810,810,01-01-2024,Manager,1,Unsatisfactory performance
811,811,01-01-2024,Manager,2,Needs Improvement
812,812,01-01-2024,Manager,3,Meets Expectations
813,813,01-01-2024,Manager,4,Exceeds Expectations
814,814,01-01-2024,Manager,5,Excellent performance
815,815,01-01-2024,Manager,1,Very bad performance
816,816,01-01-2024,Manager,2,Bad Performance
817,817,01-01-2024,Manager,3,Satisfactory performance
818,818,01-01-2024,Manager,4,Good performance
819,819,01-01-2024,Manager,1,Unsatisfactory performance
820,820,01-01-2024,Manager,3,Meets Expectations
821,821,01-01-2024,Manager,5,Excellent performance
822,822,01-01-2024,Manager,2,Bad Performance
823,823,01-01-2024,Manager,4,Good performance
824,824,01-01-2024,Manager,1,Unsatisfactory performance
825,825,01-01-2024,Manager,3,Meets Expectations
826,826,01-01-2024,Manager,5,Excellent performance
827,827,01-01-2024,Manager,2,Bad Performance
828,828,01-01-2024,Manager,4,Good performance
829,829,01-01-2024,Manager,1,Unsatisfactory performance
830,830,01-01-2024,Manager,3,Meets Expectations
831,831,01-01-2024,Manager,5,Excellent performance
832,832,01-01-2024,Manager,2,Bad Performance
833,833,01-01-2024,Manager,4,Good performance
834,834,01-01-2024,Manager,5,Outstanding performance
835,835,01-01-2024,Manager,1,Unsatisfactory performance
836,836,01-01-2024,Manager,2,Needs Improvement
837,837,01-01-2024,Manager,3,Meets Expectations
838,838,01-01-2024,Manager,4,Exceeds Expectations
839,839,01-01-2024,Manager,5,Excellent performance
840,840,01-01-2024,Manager,1,Very bad performance
841,841,01-01-2024,Manager,2,Bad Performance
842,842,01-01-2024,Manager,3,Satisfactory performance
843,843,01-01-2024,Manager,4,Good performance
844,844,01-01-2024,Manager,5,Outstanding performance
845,845,01-01-2024,Manager,2,Needs Improvement
846,846,01-01-2024,Manager,4,Exceeds Expectations
847,847,01-01-2024,Manager,1,Very bad performance
848,848,01-01-2024,Manager,3,Satisfactory performance
849,849,01-01-2024,Manager,5,Outstanding performance
850,850,01-01-2024,Manager,2,Needs Improvement
851,851,01-01-2024,Manager,4,Exceeds Expectations
852,852,01-01-2024,Manager,1,Very bad performance
853,853,01-01-2024,Manager,3,Satisfactory performance
854,854,01-01-2024,Manager,5,Outstanding performance
855,855,01-01-2024,Manager,2,Needs Improvement
856,856,01-01-2024,Manager,4,Exceeds Expectations
857,857,01-01-2024,Manager,1,Very bad performance
858,858,01-01-2024,Manager,3,Satisfactory performance
859,859,01-01-2024,Manager,5,Outstanding performance
860,860,01-01-2024,Manager,1,Unsatisfactory performance
861,861,01-01-2024,Manager,2,Needs Improvement
862,862,01-01-2024,Manager,3,Meets Expectations
863,863,01-01-2024,Manager,4,Exceeds Expectations
864,864,01-01-2024,Manager,5,Excellent performance
865,865,01-01-2024,Manager,1,Very bad performance
866,866,01-01-2024,Manager,2,Bad Performance
867,867,01-01-2024,Manager,3,Satisfactory performance
868,868,01-01-2024,Manager,4,Good performance
869,869,01-01-2024,Manager,5,Outstanding performance
870,870,01-01-2024,Manager,1,Unsatisfactory performance
871,871,01-01-2024,Manager,3,Meets Expectations
872,872,01-01-2024,Manager,5,Excellent performance
873,873,01-01-2024,Manager,2,Bad Performance
874,874,01-01-2024,Manager,4,Good performance
875,875,01-01-2024,Manager,1,Unsatisfactory performance
876,876,01-01-2024,Manager,3,Meets Expectations
877,877,01-01-2024,Manager,5,Excellent performance
878,878,01-01-2024,Manager,2,Bad Performance
879,879,01-01-2024,Manager,4,Good performance
880,880,01-01-2024,Manager,1,Unsatisfactory performance
881,881,01-01-2024,Manager,3,Meets Expectations
882,882,01-01-2024,Manager,5,Excellent performance
883,883,01-01-2024,Manager,2,Bad Performance
884,884,01-01-2024,Manager,4,Good performance
885,885,01-01-2024,Manager,1,Unsatisfactory performance
886,886,01-01-2024,Manager,2,Needs Improvement
887,887,01-01-2024,Manager,3,Meets Expectations
888,888,01-01-2024,Manager,4,Exceeds Expectations
889,889,01-01-2024,Manager,5,Excellent performance
890,890,01-01-2024,Manager,1,Very bad performance
891,891,01-01-2024,Manager,2,Bad Performance
892,892,01-01-2024,Manager,3,Satisfactory performance
893,893,01-01-2024,Manager,4,Good performance
894,894,01-01-2024,Manager,5,Outstanding performance
895,895,01-01-2024,Manager,1,Unsatisfactory performance
896,896,01-01-2024,Manager,2,Needs Improvement
897,897,01-01-2024,Manager,4,Exceeds Expectations
898,898,01-01-2024,Manager,1,Very bad performance
899,899,01-01-2024,Manager,3,Satisfactory performance
900,900,01-01-2024,Manager,5,Outstanding performance
901,901,01-01-2024,Manager,2,Needs Improvement
902,902,01-01-2024,Manager,4,Exceeds Expectations
903,903,01-01-2024,Manager,1,Very bad performance
904,904,01-01-2024,Manager,3,Satisfactory performance
905,905,01-01-2024,Manager,5,Outstanding performance
906,906,01-01-2024,Manager,2,Needs Improvement
907,907,01-01-2024,Manager,4,Exceeds Expectations
908,908,01-01-2024,Manager,1,Very bad performance
909,909,01-01-2024,Manager,3,Satisfactory performance
910,910,01-01-2024,Manager,5,Outstanding performance
911,911,01-01-2024,Manager,2,Needs Improvement
912,912,01-01-2024,Manager,3,Meets Expectations
913,913,01-01-2024,Manager,4,Exceeds Expectations
914,914,01-01-2024,Manager,5,Excellent performance
915,915,01-01-2024,Manager,1,Very bad performance
916,916,01-01-2024,Manager,2,Bad Performance
917,917,01-01-2024,Manager,3,Satisfactory performance
918,918,01-01-2024,Manager,4,Good performance
919,919,01-01-2024,Manager,5,Outstanding performance
920,920,01-01-2024,Manager,1,Unsatisfactory performance
921,921,01-01-2024,Manager,2,Needs Improvement
922,922,01-01-2024,Manager,3,Meets Expectations
923,923,01-01-2024,Manager,5,Excellent performance
924,924,01-01-2024,Manager,2,Bad Performance
925,925,01-01-2024,Manager,4,Good performance
926,926,01-01-2024,Manager,1,Unsatisfactory performance
927,927,01-01-2024,Manager,3,Meets Expectations
928,928,01-01-2024,Manager,5,Excellent performance
929,929,01-01-2024,Manager,2,Bad Performance
930,930,01-01-2024,Manager,4,Good performance
931,931,01-01-2024,Manager,1,Unsatisfactory performance
932,932,01-01-2024,Manager,3,Meets Expectations
933,933,01-01-2024,Manager,5,Excellent performance
934,934,01-01-2024,Manager,2,Bad Performance
935,935,01-01-2024,Manager,4,Good performance
936,936,01-01-2024,Manager,1,Unsatisfactory performance
937,937,01-01-2024,Manager,3,Meets Expectations
938,938,01-01-2024,Manager,4,Exceeds Expectations
939,939,01-01-2024,Manager,5,Excellent performance
940,940,01-01-2024,Manager,1,Very bad performance
941,941,01-01-2024,Manager,2,Bad Performance
942,942,01-01-2024,Manager,3,Satisfactory performance
943,943,01-01-2024,Manager,4,Good performance
944,944,01-01-2024,Manager,5,Outstanding performance
945,945,01-01-2024,Manager,1,Unsatisfactory performance
946,946,01-01-2024,Manager,2,Needs Improvement
947,947,01-01-2024,Manager,3,Meets Expectations
948,948,01-01-2024,Manager,4,Exceeds Expectations
949,949,01-01-2024,Manager,1,Very bad performance
950,950,01-01-2024,Manager,3,Satisfactory performance
951,951,01-01-2024,Manager,5,Outstanding performance
952,952,01-01-2024,Manager,2,Needs Improvement
953,953,01-01-2024,Manager,4,Exceeds Expectations
954,954,01-01-2024,Manager,1,Very bad performance
955,955,01-01-2024,Manager,3,Satisfactory performance
956,956,01-01-2024,Manager,5,Outstanding performance
957,957,01-01-2024,Manager,2,Needs Improvement
958,958,01-01-2024,Manager,4,Exceeds Expectations
959,959,01-01-2024,Manager,1,Very bad performance
960,960,01-01-2024,Manager,3,Satisfactory performance
961,961,01-01-2024,Manager,5,Outstanding performance
962,962,01-01-2024,Manager,2,Needs Improvement
963,963,01-01-2024,Manager,4,Exceeds Expectations
964,964,01-01-2024,Manager,5,Excellent performance
965,965,01-01-2024,Manager,1,Very bad performance
966,966,01-01-2024,Manager,2,Bad Performance
967,967,01-01-2024,Manager,3,Satisfactory performance
968,968,01-01-2024,Manager,4,Good performance
969,969,01-01-2024,Manager,5,Outstanding performance
970,970,01-01-2024,Manager,1,Unsatisfactory performance
971,971,01-01-2024,Manager,2,Needs Improvement
972,972,01-01-2024,Manager,3,Meets Expectations
973,973,01-01-2024,Manager,4,Exceeds Expectations
974,974,01-01-2024,Manager,5,Excellent performance
975,975,01-01-2024,Manager,2,Bad Performance
976,976,01-01-2024,Manager,4,Good performance
977,977,01-01-2024,Manager,1,Unsatisfactory performance
978,978,01-01-2024,Manager,3,Meets Expectations
979,979,01-01-2024,Manager,5,Excellent performance
980,980,01-01-2024,Manager,2,Bad Performance
981,981,01-01-2024,Manager,4,Good performance
982,982,01-01-2024,Manager,1,Unsatisfactory performance
983,983,01-01-2024,Manager,3,Meets Expectations
984,984,01-01-2024,Manager,5,Excellent performance
985,985,01-01-2024,Manager,2,Bad Performance
986,986,01-01-2024,Manager,4,Good performance
987,987,01-01-2024,Manager,1,Unsatisfactory performance
988,988,01-01-2024,Manager,3,Meets Expectations
989,989,01-01-2024,Manager,5,Excellent performance
990,990,01-01-2024,Manager,1,Very bad performance
991,991,01-01-2024,Manager,2,Bad Performance
992,992,01-01-2024,Manager,3,Satisfactory performance
993,993,01-01-2024,Manager,4,Good performance
994,994,01-01-2024,Manager,5,Outstanding performance
995,995,01-01-2024,Manager,1,Unsatisfactory performance
996,996,01-01-2024,Manager,2,Needs Improvement
997,997,01-01-2024,Manager,3,Meets Expectations
998,998,01-01-2024,Manager,4,Exceeds Expectations
999,999,01-01-2024,Manager,5,Excellent performance
1000,1000,01-01-2024,Manager,1,Very bad performance
